,match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
175,12292935,2971,2336,,,,1714579193
176,12292936,2694,2186,3326,,,1714603414
177,12292937,1650,2803,,,,1714592285
178,12292938,2138,4369,2524,,,1714494749
179,12292939,2790,2747,3059,,,1714503704
180,12292941,2736,1718,712,,,1714502338
181,12292942,1910,1996,,,,1714496075
182,12292943,2780,3303,,,,1714500084
183,12292944,2546,4123,,,,1714492690
184,12292945,2695,3080,,,,1714501741
185,12292946,2306,4954,,,,1714498735
186,12292947,2098,3117,,,,1714491983
187,12292948,2038,3085,,,,1714492830
188,12293427,2231,2970,2979,,,1714535277
189,12293430,2832,2251,,,,1714532303
190,12293433,2461,3197,,,,1714556008
191,12293440,2524,2140,,,,1714544263
192,12293441,1593,707,,,,1714548986
193,12293442,2614,2407,,,,1714567307
194,12293445,2102,1766,,,,1714549638
195,12293448,2170,2335,,,,1714565193
196,12293451,2927,3923,,,,1714539002
197,12293457,2095,1748,,,,1714554865
198,12293459,1924,3875,,,,1714554746
199,12293460,2433,3602,,,,1714563326
200,12293462,1492,1597,,,,1714559287
201,12293463,2326,2668,,,,1714556621
202,12293464,2479,2910,2427,,,1714558149
203,12293465,2239,1861,,,,1714561524
204,12293466,2588,2620,,,,1714564727
205,12293468,,,,,,1714556315
206,12293469,2587,3085,3204,,,1714553532
207,12293470,3287,2434,,,,1714550843
208,12293471,2809,3338,,,,1714560145
209,12293472,1892,2594,,,,1714570307
210,12293473,3654,3041,3475,,,1714559092
211,12293474,2885,2806,,,,1714592945
212,12293475,1307,2659,,,,1714559509
213,12293476,2568,3896,,,,1714565084
214,12293477,3253,3326,,,,1714579502
215,12293478,1319,4192,,,,1714562234
216,12293480,2738,2558,2147,,,1714564631
217,12293481,1888,2320,,,,1714566207
218,12293482,1918,2960,1981,,,1714566041
219,12293483,4757,59595,,,,1714585160
220,12293484,1645,2740,,,,1714553686
221,12293485,2384,2414,,,,1714565056
222,12293486,1662,1647,,,,1714570099
223,12293487,2808,3099,,,,1714583327
224,12293488,2188,2257,,,,1714566018
225,12293489,,,,,,
226,12293490,2899,1812,,,,1714581558
227,12293491,4066,2731,2231,,,1714555970
228,12293492,2158,8083,,,,1714555060
229,12293493,1866,2468,,,,1714561959
230,12293494,3070,3894,,,,1714565082
231,12293495,2409,3578,,,,1714574607
232,12293496,1968,2123,2999,,,1714579413
233,12293497,2734,3784,,,,1714568772
234,12293498,2731,2484,3539,,,1714557447
235,12293499,2518,2642,4463,,,1714552492
236,12293500,2155,1391,,,,1714565542
237,12293501,1695,2655,4993,,,1714575757
238,12293502,3660,2891,,,,1714563111
239,12293503,2394,3152,,,,1714554809
240,12293505,2287,2927,,,,1714567561
241,12293506,2768,3020,,,,1714561583
242,12293507,2803,3731,3826,,,1714576676
243,12293508,,,,,,1714570760
244,12293509,3330,3431,2690,,,1714576501
245,12293510,3780,1941,,,,1714569419
246,12293513,4245,2160,,,,1714567731
247,12293516,,,,,,1714568997
248,12293517,1966,3162,,,,1714556855
249,12293519,3757,849,,,,1714567950
250,12293523,1917,2475,,,,1714561997
251,12293524,1245,2591,1983,,,1714571170
252,12293525,2328,1660,,,,1714556430
253,12293527,3319,2004,,,,1714563175
254,12293528,3345,2126,,,,1714577501
255,12293529,2920,3341,2016,,,1714565564
256,12293530,1898,2839,,,,1714567238
257,12293531,2253,2770,,,,1714573777
258,12293533,,,,,,
259,12293534,4868,2857,3180,,,1714576735
260,12293535,3229,1919,,,,1714572090
261,12293536,2776,2808,,,,1714555428
262,12293537,1718,2843,,,,1714563689
263,12293538,2476,4166,,,,1714555822
264,12293539,3998,3950,3200,,,1714563234
265,12293540,1415,2327,,,,1714560120
266,12293541,1647,2529,,,,1714568002
267,12293542,2385,3074,,,,1714555532
268,12293543,2372,3022,,,,1714555075
269,12293544,1756,1976,,,,1714560978
270,12293545,2319,2616,,,,1714555343
271,12293558,2818,1992,1816,,,1714575394
272,12293559,2549,4325,562,,,1714575991
273,12293560,2106,2747,,,,1714524832
274,12293561,3768,3448,4515,,,1714503328
275,12293562,2427,2532,3494,,,1714499201
276,12293563,3827,5102,,,,1714523919
277,12293564,4860,4104,,,,1714588469
278,12293643,4980,3762,3650,,,1714515213
279,12293644,3375,2062,,,,1714537400
280,12293645,2044,2289,,,,1714507833
281,12293649,4342,2383,2364,,,1714513556
282,12293650,2434,2627,,,,1714519259
283,12293651,2032,4518,3381,,,1714529790
284,12293652,,,,,,
285,12293653,1473,4380,,,,1714613620
286,12293656,2391,2431,,,,1714602229
287,12293657,1598,1843,,,,1714606597
288,12293726,2878,3416,2231,,,1714553380
289,12293727,2038,2483,,,,1714554778
290,12293728,1685,1223,,,,1714567337
291,12293729,3479,2781,,,,1714571170
292,12293730,2176,2061,,,,1714568549
293,12293731,2297,3794,,,,1714559525
294,12293732,2223,2641,,,,1714556728
295,12293733,5189,3985,5056,,,1714563864
296,12293734,2479,3137,,,,1714557046
297,12293735,2302,2833,,,,1714556977
298,12293736,2268,2222,2478,,,1714559219
299,12293737,2151,2046,3148,,,1714558872
300,12293738,2262,3442,,,,1714556734
301,12293739,9224,34319,,,,1714581728
302,12293740,2488,3191,2851,,,1714560309
303,12293741,9807,3412,,,,1714582239
304,12293743,2375,5009,,,,1714589415
305,12293745,3434,2966,,,,1714599080
306,12293747,1661,3013,,,,1714591008
307,12293748,1911,1446,,,,1714597088
308,12293750,2833,3478,,,,1714598870
309,12293751,2910,1462,,,,1714602444
310,12293756,2744,2757,,,,1714582316
311,12293757,3540,2012,,,,1714585834
312,12293758,4386,2335,,,,1714579151
313,12293759,2257,2478,,,,1714588456
314,12293760,3410,3259,,,,1714577828
315,12293761,1399,2313,,,,1714599510
316,12294022,1686,3511,,,,1714540712
317,12294023,2957,2103,,,,1714546820
318,12294024,2230,1620,2841,,,1714550936
319,12294025,3048,2435,,,,1714532726
320,12294026,2989,1562,,,,1714548228
321,12294027,2970,2018,,,,1714538334
322,12294068,2262,70683,,,,1714474607
323,12295042,1738,2453,,,,1714568713
324,12295043,1693,4241,,,,1714570161
325,12295044,2812,3287,,,,1714564249
326,12295045,1951,4237,,,,1714565972
327,12295046,2161,2696,,,,1714554827
328,12295047,2007,3519,,,,1714555013
329,12295048,4915,2813,,,,1714563288
330,12295101,2671,2004,,,,1714638180
331,12295102,2744,3084,,,,1714560665
332,12295103,3738,3983,,,,1714568291
333,12295104,1892,1673,,,,1714638440
334,12295105,2015,1723,4054,,,1714577181
335,12295106,1285,1428,,,,1714583812
336,12295107,2249,3823,,,,1714559638
337,12295118,,,,,,
338,12295121,99780,2699,,,,1714739686
339,12295130,2411,4140,,,,1714648368
340,12295143,3067,2167,,,,1714644312
341,12295144,1932,4263,,,,1714549196
342,12295145,4224,2769,,,,1714551761
343,12295148,1519,1925,,,,1714642468
344,12295149,,,,,,
345,12295150,,,,,,
346,12295151,3087,2797,,,,1714572020
347,12295152,3460,2424,,,,1714577207
348,12295153,2450,1470,,,,1714550111
349,12295154,1877,2940,,,,1714549222
350,12295155,3591,4479,,,,1714554666
351,12295156,2646,1533,,,,1714550187
352,12295157,2209,2986,,,,1714554812
353,12295158,2476,2576,,,,1714562451
354,12295159,2358,2905,,,,1714561517
355,12295160,1796,1841,,,,1714554431
356,12295161,2017,2635,,,,1714555146
357,12295162,2243,4082,3609,,,1714576235
358,12295163,2160,3080,,,,1714554660
359,12295164,2486,1960,,,,1714549758
360,12295165,2153,2959,2698,,,1714562117
361,12295172,,,,,,1714641378
362,12295181,3449,2743,83020,,,1714645746
363,12295217,1835,3230,,,,1714559034
364,12295218,1363,1653,,,,1714560749
365,12295219,2192,2663,,,,1714565068
366,12295220,3093,2054,,,,1714572946
367,12295221,3129,2811,1486,,,1714567067
368,12295222,1865,2000,,,,1714565311
369,12295223,2324,4998,,,,1714570757
370,12295227,,,,,,1714547341
371,12295240,2869,1764,,,,1714557988
372,12295300,2304,4467,2995,,,1714580519
373,12295301,3887,2045,,,,1714563010
374,12295302,,,,,,1714549205
375,12295303,2108,2818,,,,1714551716
376,12295304,2152,2127,,,,1714551556
377,12295305,1288,1709,,,,1714556179
378,12295306,3840,2948,,,,1714552967
379,12295352,1259,2568,,,,1714642242
380,12295353,4050,4402,,,,1714656950
381,12295369,2494,2373,3363,,,1714645816
382,12295415,4642,2992,2431,,,1714555255
383,12295427,2900,3700,,,,1714561034
384,12295428,2718,2327,5218,,,1714558277
385,12295429,2808,2817,2296,,,1714552574
386,12295430,2601,2362,,,,1714569928
387,12295431,4024,2695,,,,1714559749
388,12295432,3616,1718,2781,,,1714553082
389,12295433,4059,3158,,,,1714561116
390,12295434,2328,4050,3218,,,1714554123
391,12295435,4404,3750,,,,1714562759
392,12295487,1603,2979,,,,1714562843
393,12295488,3647,4078,3917,,,1714557101
394,12295489,2067,2729,,,,1714557413
395,12295490,4,4,,,,1714567187
396,12295491,,,,,,1714549441
397,12295492,3818,2555,2416,,,1714558694
398,12295493,3269,2335,,,,1714562055
399,12295516,3031,1742,,,,1714642200
400,12295517,4891,2918,,,,1714559804
401,12295525,2586,3322,2571,,,1714640394
402,12295535,2311,4232,,,,1714656894
403,12295538,2182,2413,,,,1714487576
404,12295539,2535,3072,,,,1714648068
405,12295550,4155,4346,2317,,,1714649738
406,12295551,3141,2792,3514,,,1714568439
407,12295552,1749,3554,1840,,,1714557578
408,12295553,,,,,,
409,12295554,2166,2861,3266,,,1714569475
410,12295555,1641,3446,2332,,,1714573308
411,12295556,2569,2817,,,,1714554371
412,12295557,1850,3739,3090,,,1714564118
413,12295558,2957,2854,2319,,,1714578658
414,12295588,2601,2181,2520,,,1714657854
415,12295590,3318,3655,,,,1714574317
416,12295591,1623,2807,,,,1714556068
417,12295592,4556,2941,2724,,,1714567232
418,12295593,2658,3984,4406,,,1714561207
419,12295614,2987,2125,4968,,,1714654747
420,12295719,3222,1674,2797,,,1714568680
421,12295720,2017,2395,,,,1714580703
422,12295722,1830,4687,,,,1714559006
423,12295735,2523,1785,,,,1714649554
424,12295809,199,834,,,,1714492460
425,12295812,2185,2758,,,,1714649995
426,12295817,3737,3131,,,,1714643837
427,12295820,2550,2522,,,,1714550440
428,12295821,3099,2055,,,,1714558831
429,12295822,1598,2214,,,,1714549021
430,12295823,4174,1826,,,,1714564836
431,12295824,1796,3457,2170,,,1714553093
432,12295825,2659,3867,,,,1714550490
433,12295826,2392,3744,3471,,,1714567695
434,12295831,2359,2870,,,,1714554950
435,12295832,4772,4089,3816,,,1714572471
436,12295833,2211,1728,,,,1714549970
437,12295834,1886,2430,,,,1714560613
438,12295835,4122,4,,,,1714552744
439,12295836,2352,2731,,,,1714555525
440,12295837,2033,2508,,,,1714549439
441,12295838,2254,2358,,,,1714549651
442,12295840,1904,1635,,,,1714644613
443,12295842,3004,3814,,,,1714644505
444,12295843,,,,,,1714556178
445,12295844,2436,2271,,,,1714553178
446,12295845,2473,3304,,,,1714553526
447,12295846,1892,1590,,,,1714552740
448,12296103,1916,2123,,,,1714586436
449,12296104,2246,2622,,,,1714585968
450,12296105,3545,4071,,,,1714580095
451,12296106,2179,2822,2799,,,1714580920
452,12296107,1765,1995,,,,1714577711
453,12296108,2586,2057,2815,,,1714594203
454,12296109,3673,3946,3543,,,1714593047
455,12296151,2709,1783,,,,1714596512
456,12296152,10518,13823,,,,1714574142
457,12296153,3992,4849,,,,1714583343
458,12296154,3568,1860,,,,1714592881
459,12296155,8831,2062,2524,,,1714583235
460,12296156,2877,4501,,,,1714595670
461,12296157,2542,1964,,,,1714590314
462,12296158,2886,2325,,,,1714589396
463,12296178,2391,2773,,,,1714594389
464,12296179,2134,4039,5749,,,1714600461
465,12296180,3463,57597,,,,1714606139
466,12296181,2895,1789,,,,1714591675
467,12296182,1823,2436,,,,1714576222
468,12296183,3012,5097,2080,,,1714597019
469,12296184,2957,2111,,,,1714585731
470,12296185,3239,2542,,,,1714603037
471,12297018,3160,2833,,,,1714615450
472,12297020,3051,2101,2177,,,1714617293
473,12297021,2873,2936,3282,,,1714604031
474,12297022,2941,3103,,,,1714600802
475,12297023,1652,3946,1816,,,1714614406
476,12297024,1987,2518,,,,1714594508
477,12297025,,,,,,
478,12297026,,,,,,
479,12297034,2745,4131,2805,,,1714633287
480,12297159,1279,1978,,,,1714613527
481,12297170,2774,2854,,,,1714621844
482,12297278,3353,2192,,,,1714615526
483,12297336,2681,2679,2223,,,1714620862
484,12297534,2967,2494,,,,1714642506
485,12297556,2251,1541,,,,1714639994
486,12297559,,,,,,
487,12297572,2724,2965,3370,,,1714622551
488,12297576,1655,3044,2345,,,1714652427
489,12297589,2707,2764,,,,1714570891
490,12297590,3908,2537,,,,1714644842
491,12297602,4513,3651,1826,,,1714661382
492,12297618,2386,2353,2428,,,1714562588
493,12297633,2709,4049,,,,1714643855
494,12297637,2557,3786,,,,1714657402
495,12297638,1663,1924,,,,1714650200
496,12297639,2706,2698,,,,1714636512
497,12297640,2322,2216,,,,1714636080
498,12297641,3688,3736,,,,1714637537
499,12297668,2196,2493,,,,1714641388
500,12297671,2267,2264,,,,1714632306
501,12297674,3747,3907,1916,,,1714637848
502,12297681,1928,3879,4384,,,1714646745
503,12297684,1849,418,,,,1714654016
504,12297685,2606,2733,,,,1714651800
505,12297726,3282,2709,,,,1714640629
506,12297727,3011,2420,,,,1714646413
507,12297740,3374,1880,,,,1714642599
508,12297741,2034,2069,,,,1714641089
509,12297748,2579,3624,2591,,,1714636749
510,12297768,1858,1568,,,,1714652773
511,12297824,4482,4388,,,,1714638926
512,12297825,2146,3190,,,,1714645445
513,12297826,,,,,,1714640181
514,12297827,3226,5194,,,,1714637057
515,12297828,3898,2340,,,,1714638014
516,12297842,1558,5417,2499,,,1714659474
517,12297843,1926,2682,,,,1714643241
518,12297844,1690,3507,,,,1714648393
519,12297878,3243,2171,,,,1714636946
520,12297879,3355,4430,2417,,,1714657722
521,12297880,1832,3714,,,,1714644457
522,12297881,2468,2158,,,,1714640148
523,12297903,1542,3061,,,,1714638865
524,12297924,2953,5300,,,,1714633327
525,12297964,1409,3358,,,,1714635287
526,12297965,4290,1660,,,,1714646993
527,12297966,2840,1823,2119,,,1714643289
528,12297967,2464,2126,,,,1714642010
529,12297978,2145,2107,,,,1714639533
530,12297986,2579,3702,2162,,,1714647277
531,12297990,2365,1720,,,,1714580199
532,12298012,2816,2802,2547,,,1714644781
533,12298014,3101,3483,3046,,,1714645958
534,12298044,2667,2333,,,,1714641807
535,12298084,3124,3388,3109,,,1714661546
536,12298086,3234,2052,,,,1714640956
537,12298087,1773,2626,,,,1714642851
538,12298088,3887,2696,3678,,,1714648241
539,12298097,3558,2511,4844,,,1714656956
540,12298098,2261,2460,,,,1714636342
541,12298099,1328,1492,,,,1714641555
542,12298100,2921,3523,2878,,,1714640041
543,12298101,2445,4504,3446,,,1714646452
544,12298103,6867,1744,,,,1714661154
545,12298149,3016,2029,,,,1714641224
546,12298150,1970,2035,,,,1714640472
547,12298151,2969,3279,2086,,,1714644665
548,12298152,3282,3477,4240,,,1714651382
549,12298153,2813,3329,,,,1714641297
550,12298187,2425,2651,,,,1714647827
551,12298211,2367,2848,,,,1714652412
552,12298213,1597,2297,2075,,,1714645638
553,12298214,1364,2656,,,,1714642357
554,12298215,1500,2282,,,,1714656700
555,12298221,2428,4442,,,,1714646637
556,12298225,2452,3012,,,,1714644571
557,12298245,3769,2414,,,,1714652032
558,12298247,2301,1641,,,,1714657540
559,12298275,4786,2012,,,,1714650358
560,12298276,3711,4709,,,,1714645009
561,12298277,,,,,,1714640732
562,12298278,2317,3075,,,,1714652653
563,12298279,3749,1204,3829,,,1714646363
564,12298336,1743,1786,,,,1714649125
565,12298337,2040,520,,,,1714652543
566,12298341,3067,2843,,,,1714654828
567,12298343,1760,3251,,,,1714643117
568,12298345,3603,2885,2129,,,1714654914
569,12298371,2852,2491,,,,1714644759
570,12298372,2930,3678,,,,1714648098
571,12298375,3542,3182,,,,1714637789
572,12298376,1803,1719,,,,1714635542
573,12298406,2731,2478,,,,1714647220
574,12298407,3225,4030,,,,1714651688
575,12298410,1585,284,,,,1714647435
576,12298411,2946,3326,,,,1714646633
577,12298430,4297,3893,3699,,,1714661220
578,12298434,3034,4966,,,,1714647220
579,12298436,3078,2916,2786,,,1714654383
580,12298438,2569,2679,,,,1714649280
581,12298445,2532,4138,,,,1714649060
582,12298447,2194,2184,,,,1714647112
583,12298448,2035,2135,,,,1714647657
584,12298449,3631,2840,2782,,,1714654718
585,12298450,2125,3926,,,,1714653525
586,12298451,3441,2693,,,,1714648808
587,12298452,2681,2162,,,,1714647604
588,12298457,3271,2298,,,,1714646767
589,12298492,2402,2453,,,,1714651517
590,12298541,2923,2589,,,,1714611648
591,12298630,1577,1563,,,,1714594353
592,12298718,2491,2191,,,,1714661750
593,12298767,2038,2471,,,,1714661060
594,12298791,3197,1920,,,,1714605721
595,12260078,2519,2531,2121,,,1714577805
596,12260081,1700,2440,2317,,,1714596710
597,12260083,,,,,,1714602241
598,12260084,,,,,,1714673721
599,12261592,1826,2395,,,,1714660752
600,12261593,1460,3378,3388,,,1714683541
601,12261594,1857,2879,,,,1714588492
602,12276773,3163,2974,,,,1714627769
603,12276774,1315,4057,,,,1714626056
604,12276775,2376,1862,,,,1714630358
605,12276783,2198,2960,2609,,,1714624426
606,12276806,1781,3149,,,,1714657086
607,12276807,1620,2296,2987,,,1714665027
608,12276813,2474,3702,2436,,,1714677913
609,12276814,2528,2045,,,,1714680674
610,12276815,,,,,,1714660609
611,12276816,2343,1946,,,,1714657666
612,12276818,2395,3222,,,,1714671346
613,12276819,4128,2357,,,,1714668508
614,12276824,,,,,,1714674906
615,12276828,1800,2707,,,,1714694909
616,12276829,3117,2373,,,,1714689856
617,12276830,,,,,,1714682855
618,12276832,2728,2403,,,,1714726555
619,12276833,1814,1792,3257,,,1714737093
620,12276834,2748,2384,11604,,,1714728827
621,12276835,2553,3523,,,,1714744623
622,12276836,1942,1800,,,,1714736438
623,12276838,3654,869,2412,,,1714734352
624,12276839,2253,3550,,,,1714744446
625,12276841,4527,9427,,,,1714728848
626,12276844,3246,5292,,,,1714727068
627,12276846,1654,1914,3452,,,1714737027
628,12276855,4044,3399,,,,1714666971
629,12276856,1555,3451,,,,1714672980
630,12276857,2544,3974,,,,1714647099
631,12276858,,,,,,1714728467
632,12276861,2916,3980,1992,,,1714658369
633,12276862,4134,4023,2796,,,1714664332
634,12276863,2152,2347,,,,1714643105
635,12276864,5992,3756,,,,1714658100
636,12276865,1986,2525,3329,,,1714742630
637,12276866,1587,3989,3713,,,1714666781
638,12276924,2159,2165,,,,1714647948
639,12276925,2758,2188,,,,1714649494
640,12276926,3207,16214,1706,,,1714746729
641,12276927,3182,2996,,,,1714646138
642,12276928,2285,3365,2756,,,1714662594
643,12276929,3392,3199,2452,,,1714583311
644,12276934,1415,2212,,,,1714653966
645,12276937,2064,2040,,,,1714578283
646,12276938,1489,2429,1975,,,1714654013
647,12276974,2261,2337,2091,,,1714743011
648,12276975,3252,2503,,,,1714642298
649,12276976,2274,2209,,,,1714647354
650,12276978,2527,3207,2970,,,1714657223
651,12276979,2219,1833,,,,1714663285
652,12276981,2241,2583,,,,1714641345
653,12276982,,,,,,1714735028
654,12276983,,,,,,1714645564
655,12276984,3180,3024,3698,,,1714733376
656,12276986,2601,3380,1976,,,1714650711
657,12276987,1091,2283,1692,,,1714642510
658,12287005,2522,2171,,,,1714580423
659,12287009,4079,3870,,,,1714590408
660,12287012,2681,4385,,,,1714581008
661,12288414,,,,,,
662,12288415,,,,,,
663,12288416,,,,,,
664,12288417,1505,1903,,,,1714607219
665,12288418,,,,,,
666,12288419,2965,2832,803,,,1714599629
667,12288420,1774,1988,,,,1714603014
668,12288421,2137,2342,,,,1714597357
669,12288918,1871,3493,,,,1714574202
670,12288919,1812,4552,3647,,,1714577266
671,12288922,2465,2888,3073,,,1714585020
672,12288925,4321,1124,,,,1714576899
673,12288926,2389,4258,2786,,,1714572197
674,12288931,,,,,,
675,12288932,2138,2067,,,,1714578243
676,12289660,1874,2102,,,,1714578260
677,12289664,2617,2536,3908,,,1714602228
678,12289667,1596,2180,,,,1714577952
679,12289670,2169,2110,3135,,,1714580992
680,12289671,4659,2547,,,,1714586011
681,12289677,1456,2937,2115,,,1714594963
682,12289691,3097,3475,,,,1714585923
683,12291698,3345,2593,2039,,,1714577052
684,12291704,1910,2005,,,,1714568088
685,12292820,1843,2369,,,,1714592061
686,12292823,2153,3050,,,,1714599692
687,12292824,4162,5686,,,,1714590667
688,12292828,3646,2587,,,,1714592485
689,12292930,1671,2735,,,,1714586660
690,12292931,2340,3489,,,,1714584162
691,12292932,3227,3181,1634,,,1714583212
692,12292933,3238,1696,719,,,1714601225
693,12292934,1796,1859,,,,1714597905
694,12292935,2970,2335,,,,1714579193
695,12292936,2694,2185,3325,,,1714603414
